Слово: Abadsqaja, Не найдено подходящих лемм
Слово: zədənь, Лемма: zodə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəij, Лемма: zəjərə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəkkutə, Не найдено подходящих лемм
Слово: zəkzakta, Лемма: zəkzuki (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəlubujatь, Лемма: zələ (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəngьr, Лемма: əzənə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəptənani, Низкая уверенность: pətə (62.5%)
Слово: zəqqutə, Не найдено подходящих лемм
Слово: zəqqɩ, Не найдено подходящих лемм
Слово: zərb, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zərbənta, Низкая уверенность: zərdə (60.0%)
Слово: zərra, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zərrə, Лемма: zərrip (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zərrəntə, Низкая уверенность: zərdə (60.0%)
Слово: zətə, Лемма: zetə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəxmə, Лемма: zəxmutə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəxmətə, Лемма: zəxmutə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəxmɩ, Лемма: zəxmutə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zəxrь, Лемма: zəxrə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zɩblə, Лемма: zi (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zɩljuta, Лемма: zil (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zьbnivə, Низкая уверенность: zonə (62.5%)
Слово: zьlьmjь, Лемма: zalьm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zьrjə, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zьrjьnə, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zьrrьlь, Лемма: zur (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: zьzənəjə, Низкая уверенность: əzənə (62.5%)
Слово: Çandarbəjcatunuta, Не найдено подходящих лемм
Слово: Çandarmь, Низкая уверенность: çanaв (60.0%)
Слово: Çankajşj, Не найдено подходящих лемм
Слово: Çelabinsk, Не найдено подходящих лемм
Слово: Çemberlin, Не найдено подходящих лемм
Слово: ÇexoSlovakijə, Не найдено подходящих лемм
Слово: Çexoslovakija, Не найдено подходящих лемм
Слово: Çinaj, Не найдено подходящих лемм
Слово: Çinaja, Не найдено подходящих лемм
Слово: çadra, Не найдено подходящих лемм
Слово: çalǝşuta, Не найдено подходящих лемм
Слово: çalətьb, Не найдено подходящих лемм
Слово: çaləç, Не найдено подходящих лемм
Слово: çamьjvə, Низкая уверенность: çəjə (62.5%)
Слово: çandarbь, Низкая уверенность: çanaв (60.0%)
Слово: çandarmi, Низкая уверенность: çanaв (60.0%)
Слово: çandarms, Не найдено подходящих лемм
Слово: çandarmь, Низкая уверенность: çanaв (60.0%)
Слово: çaqbuninə, Не найдено подходящих лемм
Слово: çeneral, Не найдено подходящих лемм
Слово: çerçən, Не найдено подходящих лемм
Слово: çetu, Не найдено подходящих лемм
Слово: çetə, Не найдено подходящих лемм
Слово: çijba, Не найдено подходящих лемм
Слово: çila, Не найдено подходящих лемм
Слово: çilan, Не найдено подходящих лемм
Слово: çilъ, Не найдено подходящих лемм
Слово: çinə, Не найдено подходящих лемм
Слово: çirrə, Лемма: çurrə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: çjadta, Не найдено подходящих лемм
Слово: çmɩlun, Не найдено подходящих лемм
Слово: çoponajs, Не найдено подходящих лемм
