Слово: Aden, Предложенная лемма: denə (100.0%)
Слово: çəponajь, Предложенная лемма: panujь (66.7%)
Слово: çərubinə, Предложенная лемма: çərçuri (66.7%)
Слово: çərublə, Предложенная лемма: çərupə (66.7%)
Слово: çərubɩlɩ, Предложенная лемма: çərupə (66.7%)
Слово: çərubьnə, Предложенная лемма: çərupə (66.7%)
Слово: çərulь, Предложенная лемма: çərupə (75.0%)
Слово: çərəb, Предложенная лемма: çərgə (75.0%)
Слово: çərəçь, Предложенная лемма: çərgə (75.0%)
Слово: çəsusь, Предложенная лемма: çəsusə (100.0%)
Слово: çətunəjati, Предложенная лемма: çətun (100.0%)
Слово: çəvib, Предложенная лемма: çəvvuвi (75.0%)
Слово: çəvəbtə, Предложенная лемма: çvəçtə (66.7%)
Слово: çɩngirɩ, Предложенная лемма: çənguni (88.9%)
Слово: çьmlən, Предложенная лемма: mulə (62.5%)
Слово: çьmsьlə, Предложенная лемма: məsələ (66.7%)
Слово: çьmьja, Предложенная лемма: çmaja (100.0%)
Слово: çьmьtə, Предложенная лемма: mətə (62.5%)
Слово: çьnjə, Предложенная лемма: nijjət/nijət/nijətt (62.5%)
Слово: þmotvetə, Предложенная лемма: motə (100.0%)
Слово: Čeqa, Предложенная лемма: qaza (100.0%)
Слово: čaponajь, Предложенная лемма: panujь (100.0%)
Слово: čjadta, Предложенная лемма: jadduvuta (75.0%)
Слово: čuqbinnə, Предложенная лемма: qinnə (66.7%)
Слово: čəqrax, Предложенная лемма: aqra (100.0%)
Слово: İstuxsə, Предложенная лемма: txəsə (66.7%)
Слово: Şahje, Предложенная лемма: şaj (62.5%)
Слово: Şallaj, Предложенная лемма: şal (100.0%)
Слово: Şareta, Предложенная лемма: şretə (100.0%)
Слово: Şarxaj, Предложенная лемма: şraja (77.8%)
Слово: Şatura, Предложенная лемма: atra (62.5%)
Слово: Şaxti, Предложенная лемма: şxijnə (75.0%)
Слово: Şenar, Предложенная лемма: şenə (100.0%)
Слово: Şilja, Предложенная лемма: şiljə (100.0%)
Слово: Şirvan, Предложенная лемма: şьrva (100.0%)
Слово: Şita, Предложенная лемма: şitə (100.0%)
Слово: Şotapujətɩ, Предложенная лемма: təpuji (66.7%)
Слово: Ştets, Предложенная лемма: ştetə (100.0%)
Слово: Şulə, Предложенная лемма: şula (100.0%)
Слово: Şurьlun, Предложенная лемма: şura (100.0%)
Слово: Şxuşjə, Предложенная лемма: şxijnə (77.8%)
Слово: Şəbtə, Предложенная лемма: iştə (62.5%)
Слово: Şəmtənь, Предложенная лемма: şəmşəmtə (66.7%)
Слово: Şəxti, Предложенная лемма: şəxijnə (75.0%)
Слово: şadrə, Предложенная лемма: şadurь (100.0%)
Слово: şaduroli, Предложенная лемма: şadurь (100.0%)
Слово: şadurəvax, Предложенная лемма: şadurь (100.0%)
Слово: şadurьlə, Предложенная лемма: şadurь (100.0%)
Слово: şadır, Предложенная лемма: şadurь (100.0%)
Слово: şalğax, Предложенная лемма: şal (100.0%)
Слово: şambt, Предложенная лемма: şamma (66.7%)
Слово: şammə, Предложенная лемма: şamma (100.0%)
Слово: şamta, Предложенная лемма: şamma (75.0%)
Слово: şapa, Предложенная лемма: şappa (100.0%)
Слово: şapajь, Предложенная лемма: şap (100.0%)
Слово: şaratь, Предложенная лемма: ьşarat (100.0%)
Слово: şarruqinə, Предложенная лемма: şərruki (80.0%)
Слово: şarrət, Предложенная лемма: şarrat/şar’at/şarat (100.0%)
Слово: şarujbla, Предложенная лемма: şraja (100.0%)
Слово: şarujinə, Предложенная лемма: şarjana (100.0%)
Слово: şarujsvax, Предложенная лемма: şarujь (100.0%)
Слово: şarujələ, Предложенная лемма: şarujь (100.0%)
Слово: şarulə, Предложенная лемма: şarşurь (75.0%)
Слово: şarulь, Предложенная лемма: şarşurь (75.0%)
Слово: şarıjrana, Предложенная лемма: şarьjra (100.0%)
Слово: şarşora, Предложенная лемма: şura (100.0%)
Слово: şarəsrta, Предложенная лемма: şərt (70.0%)
Слово: şarəta, Предложенная лемма: şarataja (100.0%)
Слово: şarь, Предложенная лемма: şarьjra (100.0%)
Слово: şarьjlь, Предложенная лемма: şarujь (100.0%)
Слово: şarьjva, Предложенная лемма: şraja (100.0%)
Слово: şavta, Предложенная лемма: şavva/şovva (75.0%)
Слово: şaxlipij, Предложенная лемма: şəxlupi (100.0%)
Слово: şaxtь, Предложенная лемма: şxьjra (75.0%)
Слово: şexliplь, Предложенная лемма: xlepə (66.7%)
Слово: şiemə, Предложенная лемма: şimmə (100.0%)
Слово: şijana, Предложенная лемма: şjaja (75.0%)
Слово: şijlənь, Предложенная лемма: şijlə (100.0%)
Слово: şikkutə, Предложенная лемма: şik (100.0%)
Слово: şiklli, Предложенная лемма: şik (100.0%)
Слово: şiklь, Предложенная лемма: şik (100.0%)
Слово: şili, Предложенная лемма: şiljutə (100.0%)
Слово: şiljь, Предложенная лемма: şiljə (100.0%)
Слово: şiltvə, Предложенная лемма: şiljə (66.7%)
Слово: şilə, Предложенная лемма: şiljə (100.0%)
Слово: şimma, Предложенная лемма: şimmi (100.0%)
Слово: şimmanь, Предложенная лемма: şimmi (100.0%)
Слово: şinnɩ, Предложенная лемма: şinel (75.0%)
Слово: şinnь, Предложенная лемма: şinel (75.0%)
Слово: şinta, Предложенная лемма: şintə (100.0%)
Слово: şiqutə, Предложенная лемма: şqəltə (75.0%)
Слово: şira, Предложенная лемма: şura (100.0%)
Слово: şird, Предложенная лемма: şiriniji (75.0%)
Слово: şirja, Предложенная лемма: şraja (100.0%)
Слово: şirə, Предложенная лемма: şiriniji (100.0%)
Слово: şita, Предложенная лемма: şitə (100.0%)
Слово: şitvə, Предложенная лемма: şitə (100.0%)
Слово: şixtənь, Предложенная лемма: şixtənə (100.0%)
Слово: şişlij, Предложенная лемма: şiş (100.0%)
Слово: şişljəti, Предложенная лемма: şiş (100.0%)
Слово: şjarta, Предложенная лемма: şjara (100.0%)
Слово: şjarţa, Предложенная лемма: şjara (100.0%)
Слово: şkillun, Предложенная лемма: şik (100.0%)
Слово: şkillə, Предложенная лемма: şiklə (100.0%)
Слово: şkilən, Предложенная лемма: şiklə (100.0%)
Слово: şlama, Предложенная лемма: şula (100.0%)
Слово: şleta, Предложенная лемма: şula (100.0%)
Слово: şletə, Предложенная лемма: şiljutə (75.0%)
Слово: şloma, Предложенная лемма: şula (100.0%)
Слово: şmatta, Предложенная лемма: matta (66.7%)
Слово: şməktə, Предложенная лемма: şəmşəmtə (66.7%)
Слово: şmətlə, Предложенная лемма: mətəl (66.7%)
Слово: şmьtьlə, Предложенная лемма: şəmşəmtə (66.7%)
Слово: şokij, Предложенная лемма: şik (100.0%)
Слово: şopa, Предложенная лемма: şappa (100.0%)
Слово: şotapeta, Предложенная лемма: ştetə (77.8%)
Слово: şotapetə, Предложенная лемма: şotəputə/şoţəputə (100.0%)
Слово: şotaputa, Предложенная лемма: şotəputə/şoţəputə (100.0%)
Слово: şotaputə, Предложенная лемма: şotəputə/şoţəputə (100.0%)
Слово: şotapəji, Предложенная лемма: ştəjə (77.8%)
Слово: şotapəjə, Предложенная лемма: ştəjə (77.8%)
Слово: şotsialistetə, Предложенная лемма: ştetə (63.6%)
Слово: şotəpeji, Предложенная лемма: iştə (100.0%)
Слово: şotəpəji, Предложенная лемма: iştə (100.0%)
Слово: şovta, Предложенная лемма: şavva/şovva (75.0%)
Слово: şrajətə, Предложенная лемма: şraja (100.0%)
