Слово: salьmun, Предложенная лемма: salmanta (100.0%)
Слово: girrəv, Предложенная лемма: gir (88.9%)
Слово: gulnaz, Предложенная лемма: gol (100.0%)
Слово: poxi, Предложенная лемма: poxə (100.0%)
Слово: xuruş, Предложенная лемма: xaruşь (100.0%)
Слово: xuleli, Предложенная лемма: xule (100.0%)
Слово: aras, Предложенная лемма: ara (100.0%)
Слово: lahi, Предложенная лемма: laha (100.0%)
Слово: şoqij, Предложенная лемма: şəqijtə (100.0%)
Слово: dixjutə, Предложенная лемма: dixjə (100.0%)
Слово: zьrçam, Предложенная лемма: zirçam (100.0%)
Слово: litlij, Предложенная лемма: let (88.9%)
Слово: mijənutə, Предложенная лемма: mijtə (77.8%)
Слово: telegrafь, Предложенная лемма: telegraf (100.0%)
Слово: вьvarьnva, Предложенная лемма: вarana (66.7%)
Слово: şukşikli, Предложенная лемма: şik (100.0%)
Слово: tammьmьj, Предложенная лемма: tamma (100.0%)
Слово: ţlьвla, Предложенная лемма: ţla (100.0%)
Слово: munşitə, Предложенная лемма: mənşetə (100.0%)
Слово: вadьqвal, Предложенная лемма: вədьqвal (100.0%)
Слово: lazьmva, Предложенная лемма: lazьm (100.0%)
Слово: sьjdo, Предложенная лемма: sjada (100.0%)
Слово: nhiləlij, Предложенная лемма: nəhijləjə (70.0%)
Слово: вzov, Предложенная лемма: вiz (100.0%)
Слово: muxiввeli, Предложенная лемма: muxiввə (100.0%)
Слово: ləвaru, Предложенная лемма: lə (100.0%)
Слово: sьrrun, Предложенная лемма: surunə (77.8%)
Слово: nijixuntə, Предложенная лемма: nijxuntə (100.0%)
Слово: sьjralьj, Предложенная лемма: sjara (100.0%)
Слово: xurmь, Предложенная лемма: xarxurь (75.0%)
Слово: gmijrivin, Предложенная лемма: gəmij (100.0%)
Слово: marrujь, Предложенная лемма: marrujь (100.0%)
Слово: qacaxь, Предложенная лемма: quca (100.0%)
Слово: şudra, Предложенная лемма: şura (62.5%)
Слово: armunta, Предложенная лемма: ramuta (77.8%)
Слово: graƶdanin, Предложенная лемма: gura (100.0%)
Слово: nuxrajь, Предложенная лемма: nuxraja (100.0%)
Слово: вoks, Предложенная лемма: kis (62.5%)
Слово: stalin, Предложенная лемма: tala (62.5%)
Слово: şurьtula, Предложенная лемма: şura (100.0%)
Слово: qərxi, Предложенная лемма: qə (100.0%)
Слово: purqə, Предложенная лемма: prəqə (100.0%)
Слово: lgənij, Предложенная лемма: gən (62.5%)
Слово: valja, Предложенная лемма: vaj (62.5%)
Слово: lzavod, Предложенная лемма: zavod (66.7%)
Слово: вəxxiləni, Предложенная лемма: вəxxuli (100.0%)
Слово: paravoz, Предложенная лемма: apra (100.0%)
Слово: dəni, Предложенная лемма: dənə (100.0%)
Слово: maqrusu, Предложенная лемма: maqrusь (100.0%)
Слово: гaвaşarьjra, Предложенная лемма: вaşurь (100.0%)
Слово: şippu, Предложенная лемма: şap (100.0%)
Слово: şəxxu, Предложенная лемма: şəxlupi (75.0%)
Слово: şəqqijlə, Предложенная лемма: şəq (100.0%)
Слово: qolonnь, Предложенная лемма: qolə (100.0%)
Слово: tənnə, Предложенная лемма: tənə (100.0%)
Слово: lsusi, Предложенная лемма: susi (62.5%)
Слово: dərdiƶƶənə, Предложенная лемма: dərd (100.0%)
Слово: səвəвav, Предложенная лемма: səвəв (100.0%)
Слово: şurьtьla, Предложенная лемма: şura (100.0%)
Слово: xьjlo, Предложенная лемма: xьjjal (75.0%)
Слово: pşərinə, Предложенная лемма: pşərə (100.0%)
Слово: rьjpa, Предложенная лемма: rьjşa (75.0%)
Слово: gəniv, Предложенная лемма: gən (100.0%)
Слово: nonujilə, Предложенная лемма: nonuji (100.0%)
Слово: dxdilij, Предложенная лемма: dax (100.0%)
Слово: xuşвinni, Предложенная лемма: xuş (100.0%)
Слово: çəssusi, Предложенная лемма: çəsusə (100.0%)
Слово: maşax, Предложенная лемма: maşьna (75.0%)
Слово: mьseta, Предложенная лемма: mьstana (100.0%)
Слово: callьşax, Предложенная лемма: calluşь (100.0%)
Слово: madinxa, Предложенная лемма: mədinxə (100.0%)
Слово: murьşşa, Предложенная лемма: muraz (66.7%)
Слово: axcij, Предложенная лемма: ax (100.0%)
Слово: вijəqivə, Предложенная лемма: вijşə (66.7%)
Слово: ţlьjвa, Предложенная лемма: ţlaja (100.0%)
Слово: mвaqrana, Предложенная лемма: вaqrana (70.0%)
Слово: şoqənə, Предложенная лемма: əşqənə (100.0%)
Слово: вalвaltu, Предложенная лемма: вal (100.0%)
Слово: məxdujili, Предложенная лемма: məx (100.0%)
Слово: məşruji, Предложенная лемма: məşruji (100.0%)
Слово: bisjarola, Предложенная лемма: sjara (66.7%)
Слово: ţaujьlь, Предложенная лемма: ţaвujь (75.0%)
Слово: вьjara, Предложенная лемма: jar (62.5%)
Слово: xaraji, Предложенная лемма: xaraja (100.0%)
Слово: gьrvь, Предложенная лемма: girəv (100.0%)
Слово: dəvlətməndi, Предложенная лемма: dəvulə (100.0%)
Слово: cinnə, Предложенная лемма: cingirənə (75.0%)
Слово: şukşikkəlij, Предложенная лемма: şəkkə (77.8%)
Слово: ərqəx, Предложенная лемма: əruqə (100.0%)
Слово: tljivə, Предложенная лемма: tləjə (100.0%)
Слово: məplixəni, Предложенная лемма: məpluxi (100.0%)
Слово: darba, Предложенная лемма: dara (100.0%)
Слово: xzetu, Предложенная лемма: xzurə (75.0%)
Слово: timoxə, Предложенная лемма: timməl (75.0%)
Слово: ţaujьvat, Предложенная лемма: ţaвujь (66.7%)
Слово: zdaj, Предложенная лемма: zdaja (100.0%)
Слово: sijqi, Предложенная лемма: ijqə (62.5%)
Слово: xlьvtьn, Предложенная лемма: xalta (77.8%)
Слово: lxьlmu, Предложенная лемма: xьlma (66.7%)
Слово: surgə, Предложенная лемма: sərgə (100.0%)
Слово: şьla, Предложенная лемма: şula (100.0%)
Слово: muşi, Предложенная лемма: məşmuşi (100.0%)
Слово: saxsujь, Предложенная лемма: saxsujь (100.0%)
Слово: dhavu, Предложенная лемма: dav (62.5%)
Слово: məвrəqtə, Предложенная лемма: вrəqtə (70.0%)
Слово: dţьjmo, Предложенная лемма: ţьjma (66.7%)
Слово: davva, Предложенная лемма: dav (100.0%)
Слово: raha, Предложенная лемма: rahat (100.0%)
Слово: pahre, Предложенная лемма: parmeta (62.5%)
Слово: kultəhər, Предложенная лемма: kul (100.0%)
Слово: məgisjəte, Предложенная лемма: gsəjə (66.7%)
Слово: вitəjivən, Предложенная лемма: вit (100.0%)
Слово: xarxucь, Предложенная лемма: xarxucь (100.0%)
Слово: ojnun, Предложенная лемма: ojun (100.0%)
Слово: вəze, Предложенная лемма: вəzzuni (100.0%)
Слово: puşrə, Предложенная лемма: pşərə (100.0%)
Слово: ьxla, Предложенная лемма: xala (100.0%)
Слово: xəddutu, Предложенная лемма: xədutə (77.8%)
Слово: goktəvu, Предложенная лемма: ktəvə (66.7%)
Слово: zlьjma, Предложенная лемма: zalьm (77.8%)
Слово: pallujь, Предложенная лемма: pal (100.0%)
Слово: muvьrrun, Предложенная лемма: mavьrrana (100.0%)
Слово: məngəştən, Предложенная лемма: mənşetə (80.0%)
Слово: xlьstola, Предложенная лемма: xola (100.0%)
Слово: hamzumivə, Предложенная лемма: həmzumi (100.0%)
Слово: xlьsteva, Предложенная лемма: xlasa (100.0%)
Слово: вişqəlenə, Предложенная лемма: şqələ (66.7%)
